1.872000,4.001000
1.871000,3.999000
1.870000,3.999000
1.869000,3.999000
1.869000,3.998000
1.868000,3.993000
1.867000,3.990000
1.866000,4.013000
1.866000,4.227000
1.865000,4.675000
1.865000,5.009000
1.865000,5.102000
1.864000,5.189000
1.864000,5.055000
1.863000,4.582000
1.862000,4.212000
1.861000,4.072000
1.861000,3.913000
1.860000,3.791000
1.859000,3.784000
1.859000,3.787000
1.858000,3.788000
1.858000,3.789000
1.858000,3.788000
1.858000,3.778000
1.857000,3.765000
1.857000,3.756000
1.857000,3.748000
1.857000,3.737000
1.857000,3.720000
1.857000,3.697000
1.856000,3.672000
1.856000,3.644000
1.856000,3.619000
1.856000,3.604000
1.856000,3.598000
1.855000,3.596000
1.855000,3.594000
1.855000,3.592000
1.854000,3.590000
1.854000,3.585000
1.855000,3.580000
1.855000,3.574000
1.855000,3.569000
1.855000,3.564000
1.855000,3.559000
1.854000,3.555000
1.854000,3.553000
1.854000,3.551000
1.855000,3.550000
1.855000,3.550000
1.855000,3.551000
1.855000,3.551000
1.854000,3.552000
1.854000,3.553000
1.854000,3.554000
1.854000,3.555000
1.854000,3.555000
1.853000,3.555000
1.853000,3.557000
1.853000,3.561000
1.853000,3.569000
1.853000,3.579000
1.853000,3.596000
1.853000,3.620000
1.853000,3.650000
1.853000,3.687000
1.853000,3.749000
1.854000,3.821000
1.854000,3.872000
1.854000,3.899000
1.854000,3.916000
1.854000,3.910000
1.853000,3.888000
1.853000,3.885000
1.853000,3.937000
1.852000,4.046000
1.852000,4.188000
1.853000,4.367000
1.853000,4.590000
1.853000,4.861000
1.853000,5.403000
1.853000,6.201000
1.853000,6.811000
1.852000,6.893000
1.852000,6.614000
1.853000,5.972000
1.853000,5.039000
1.852000,4.255000
1.852000,3.936000
1.852000,3.873000
1.852000,3.832000
1.852000,3.781000
1.852000,3.734000
1.852000,3.705000
1.852000,3.697000
1.852000,3.701000
1.852000,3.712000
1.851000,3.720000
1.851000,3.721000
1.851000,3.716000
1.851000,3.709000
1.851000,3.701000
1.851000,3.692000
1.851000,3.681000
1.851000,3.671000
1.851000,3.660000
1.850000,3.651000
1.850000,3.643000
1.850000,3.638000
1.850000,3.635000
1.850000,3.634000
1.850000,3.633000
1.850000,3.635000
1.850000,3.639000
1.850000,3.653000
1.850000,3.682000
1.850000,3.733000
1.850000,3.829000
1.850000,3.943000
1.850000,3.998000
1.850000,3.985000
1.849000,3.944000
1.849000,3.853000
1.849000,3.740000
1.849000,3.676000
1.849000,3.663000
1.849000,3.657000
1.849000,3.652000
1.849000,3.649000
1.849000,3.648000
1.849000,3.647000
1.850000,3.647000
1.849000,3.648000
1.849000,3.646000
1.849000,3.641000
1.849000,3.633000
1.849000,3.623000
1.848000,3.614000
1.849000,3.606000
1.849000,3.601000
1.849000,3.599000
1.849000,3.601000
1.849000,3.604000
1.849000,3.607000
1.849000,3.610000
1.849000,3.612000
1.849000,3.615000
1.849000,3.619000
1.848000,3.627000
1.849000,3.635000
1.849000,3.641000
1.849000,3.646000
1.848000,3.652000
1.848000,3.665000
1.847000,3.675000
1.847000,3.678000
1.847000,3.685000
1.847000,3.700000
1.847000,3.705000
1.847000,3.699000
1.847000,3.701000
1.847000,3.815000
1.847000,4.250000
1.847000,4.816000
1.847000,5.047000
1.848000,5.324000
1.848000,5.979000
1.848000,6.366000
1.848000,6.456000
1.848000,6.861000
1.849000,7.094000
1.849000,6.787000
1.849000,6.552000
1.849000,6.374000
1.849000,6.130000
1.850000,6.033000
1.850000,5.978000
1.849000,5.729000
1.849000,5.590000
1.849000,5.585000
1.849000,5.604000
1.850000,5.595000
1.851000,5.543000
1.852000,5.409000
1.854000,5.237000
1.855000,4.963000
1.857000,4.599000
1.859000,4.419000
1.860000,4.605000
1.861000,5.005000
1.862000,5.440000
1.863000,5.770000
1.863000,5.754000
1.863000,5.384000
1.863000,4.784000
1.862000,4.203000
1.861000,3.849000
1.861000,3.770000
1.861000,3.777000
1.861000,3.804000
1.860000,3.818000
1.860000,3.813000
1.859000,3.785000
1.859000,3.734000
1.859000,3.677000
1.858000,3.633000
1.858000,3.602000
1.857000,3.578000
1.857000,3.558000
1.856000,3.545000
1.856000,3.537000
1.855000,3.534000
1.855000,3.535000
1.854000,3.537000
1.853000,3.538000
1.853000,3.536000
1.852000,3.532000
1.851000,3.527000
1.851000,3.524000
1.851000,3.523000
1.850000,3.524000
1.850000,3.542000
1.850000,3.583000
1.850000,3.765000
1.849000,4.448000
1.849000,5.089000
