CH1,CH2,CH3,CH4,CH5,CH6,Frame Counter,Timestamp
4.179,0.000,0.000,0.000,0.000,0.000,52964,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52965,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,52966,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52967,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,52968,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52969,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,52970,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52971,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,52972,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52973,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,52974,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52975,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,52976,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52977,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52978,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52979,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52980,14:09:51
4.183,0.000,0.000,0.000,0.000,0.000,52981,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52982,14:09:51
4.183,0.000,0.000,0.000,0.000,0.000,52983,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52984,14:09:51
4.183,0.000,0.000,0.000,0.000,0.000,52985,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52986,14:09:51
4.183,0.000,0.000,0.000,0.000,0.000,52987,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52988,14:09:51
4.183,0.000,0.000,0.000,0.000,0.000,52989,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52990,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52991,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52992,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52993,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52994,14:09:51
4.182,0.000,0.000,0.000,0.000,0.000,52995,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,52996,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52997,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,52998,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,52999,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53000,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,53001,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53002,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,53003,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53004,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53005,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53006,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53007,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53008,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,53009,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53010,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,53011,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53012,14:09:51
4.181,0.000,0.000,0.000,0.000,0.000,53013,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53014,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53015,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53016,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53017,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53018,14:09:51
4.180,0.000,0.000,0.000,0.000,0.000,53019,14:09:51
4.178,0.000,0.000,0.000,0.000,0.000,53020,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53021,14:09:51
4.178,0.000,0.000,0.000,0.000,0.000,53022,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53023,14:09:51
4.178,0.000,0.000,0.000,0.000,0.000,53024,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53025,14:09:51
4.177,0.000,0.000,0.000,0.000,0.000,53026,14:09:51
4.178,0.000,0.000,0.000,0.000,0.000,53027,14:09:51
4.177,0.000,0.000,0.000,0.000,0.000,53028,14:09:51
4.178,0.000,0.000,0.000,0.000,0.000,53029,14:09:51
4.177,0.000,0.000,0.000,0.000,0.000,53030,14:09:51
4.178,0.000,0.000,0.000,0.000,0.000,53031,14:09:51
4.177,0.000,0.000,0.000,0.000,0.000,53032,14:09:51
4.178,0.000,0.000,0.000,0.000,0.000,53033,14:09:51
4.178,0.000,0.000,0.000,0.000,0.000,53034,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53035,14:09:51
4.179,0.000,0.000,0.000,0.000,0.000,53036,14:09:52
4.180,0.000,0.000,0.000,0.000,0.000,53037,14:09:52
4.180,0.000,0.000,0.000,0.000,0.000,53038,14:09:52
4.181,0.000,0.000,0.000,0.000,0.000,53039,14:09:52
4.181,0.000,0.000,0.000,0.000,0.000,53040,14:09:52
4.183,0.000,0.000,0.000,0.000,0.000,53041,14:09:52
4.183,0.000,0.000,0.000,0.000,0.000,53042,14:09:52
4.185,0.000,0.000,0.000,0.000,0.000,53043,14:09:52
4.184,0.000,0.000,0.000,0.000,0.000,53044,14:09:52
4.186,0.000,0.000,0.000,0.000,0.000,53045,14:09:52
4.185,0.000,0.000,0.000,0.000,0.000,53046,14:09:52
4.186,0.000,0.000,0.000,0.000,0.000,53047,14:09:52
4.185,0.000,0.000,0.000,0.000,0.000,53048,14:09:52
4.186,0.000,0.000,0.000,0.000,0.000,53049,14:09:52
4.184,0.000,0.000,0.000,0.000,0.000,53050,14:09:52
4.185,0.000,0.000,0.000,0.000,0.000,53051,14:09:52
4.183,0.000,0.000,0.000,0.000,0.000,53052,14:09:52
4.184,0.000,0.000,0.000,0.000,0.000,53053,14:09:52
4.182,0.000,0.000,0.000,0.000,0.000,53054,14:09:52
4.182,0.000,0.000,0.000,0.000,0.000,53055,14:09:52
4.181,0.000,0.000,0.000,0.000,0.000,53056,14:09:52
4.181,0.000,0.000,0.000,0.000,0.000,53057,14:09:52
4.180,0.000,0.000,0.000,0.000,0.000,53058,14:09:52
4.180,0.000,0.000,0.000,0.000,0.000,53059,14:09:52
4.178,0.000,0.000,0.000,0.000,0.000,53060,14:09:52
4.179,0.000,0.000,0.000,0.000,0.000,53061,14:09:52
4.177,0.000,0.000,0.000,0.000,0.000,53062,14:09:52
4.177,0.000,0.000,0.000,0.000,0.000,53063,14:09:52
4.175,0.000,0.000,0.000,0.000,0.000,53064,14:09:52
4.175,0.000,0.000,0.000,0.000,0.000,53065,14:09:52
4.173,0.000,0.000,0.000,0.000,0.000,53066,14:09:52
4.174,0.000,0.000,0.000,0.000,0.000,53067,14:09:52
4.172,0.000,0.000,0.000,0.000,0.000,53068,14:09:52
4.172,0.000,0.000,0.000,0.000,0.000,53069,14:09:52
4.171,0.000,0.000,0.000,0.000,0.000,53070,14:09:52
4.171,0.000,0.000,0.000,0.000,0.000,53071,14:09:52
4.170,0.000,0.000,0.000,0.000,0.000,53072,14:09:52
4.170,0.000,0.000,0.000,0.000,0.000,53073,14:09:52
4.168,0.000,0.000,0.000,0.000,0.000,53074,14:09:52
4.168,0.000,0.000,0.000,0.000,0.000,53075,14:09:52
4.166,0.000,0.000,0.000,0.000,0.000,53076,14:09:52
4.167,0.000,0.000,0.000,0.000,0.000,53077,14:09:52
4.165,0.000,0.000,0.000,0.000,0.000,53078,14:09:52
4.165,0.000,0.000,0.000,0.000,0.000,53079,14:09:52
4.163,0.000,0.000,0.000,0.000,0.000,53080,14:09:52
4.163,0.000,0.000,0.000,0.000,0.000,53081,14:09:52
4.162,0.000,0.000,0.000,0.000,0.000,53082,14:09:52
4.162,0.000,0.000,0.000,0.000,0.000,53083,14:09:52
4.160,0.000,0.000,0.000,0.000,0.000,53084,14:09:52
4.161,0.000,0.000,0.000,0.000,0.000,53085,14:09:52
4.160,0.000,0.000,0.000,0.000,0.000,53086,14:09:52
4.160,0.000,0.000,0.000,0.000,0.000,53087,14:09:52
4.159,0.000,0.000,0.000,0.000,0.000,53088,14:09:52
4.160,0.000,0.000,0.000,0.000,0.000,53089,14:09:52
4.158,0.000,0.000,0.000,0.000,0.000,53090,14:09:52
4.159,0.000,0.000,0.000,0.000,0.000,53091,14:09:52
4.158,0.000,0.000,0.000,0.000,0.000,53092,14:09:52
4.159,0.000,0.000,0.000,0.000,0.000,53093,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53094,14:09:52
4.158,0.000,0.000,0.000,0.000,0.000,53095,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53096,14:09:52
4.159,0.000,0.000,0.000,0.000,0.000,53097,14:09:52
4.158,0.000,0.000,0.000,0.000,0.000,53098,14:09:52
4.159,0.000,0.000,0.000,0.000,0.000,53099,14:09:52
4.158,0.000,0.000,0.000,0.000,0.000,53100,14:09:52
4.159,0.000,0.000,0.000,0.000,0.000,53101,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53102,14:09:52
4.158,0.000,0.000,0.000,0.000,0.000,53103,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53104,14:09:52
4.158,0.000,0.000,0.000,0.000,0.000,53105,14:09:52
4.156,0.000,0.000,0.000,0.000,0.000,53106,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53107,14:09:52
4.156,0.000,0.000,0.000,0.000,0.000,53108,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53109,14:09:52
4.156,0.000,0.000,0.000,0.000,0.000,53110,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53111,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53112,14:09:52
4.156,0.000,0.000,0.000,0.000,0.000,53113,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53114,14:09:52
4.156,0.000,0.000,0.000,0.000,0.000,53115,14:09:52
4.154,0.000,0.000,0.000,0.000,0.000,53116,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53117,14:09:52
4.154,0.000,0.000,0.000,0.000,0.000,53118,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53119,14:09:52
4.154,0.000,0.000,0.000,0.000,0.000,53120,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53121,14:09:52
4.154,0.000,0.000,0.000,0.000,0.000,53122,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53123,14:09:52
4.154,0.000,0.000,0.000,0.000,0.000,53124,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53125,14:09:52
4.154,0.000,0.000,0.000,0.000,0.000,53126,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53127,14:09:52
4.155,0.000,0.000,0.000,0.000,0.000,53128,14:09:52
4.156,0.000,0.000,0.000,0.000,0.000,53129,14:09:52
4.156,0.000,0.000,0.000,0.000,0.000,53130,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53131,14:09:52
4.157,0.000,0.000,0.000,0.000,0.000,53132,14:09:52
4.159,0.000,0.000,0.000,0.000,0.000,53133,14:09:52
4.158,0.000,0.000,0.000,0.000,0.000,53134,14:09:52
4.160,0.000,0.000,0.000,0.000,0.000,53135,14:09:52
4.159,0.000,0.000,0.000,0.000,0.000,53136,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53137,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53138,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53139,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53140,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53141,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53142,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53143,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53144,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53145,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53146,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53147,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53148,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53149,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53150,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53151,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53152,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53153,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53154,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53155,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53156,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53157,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53158,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53159,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53160,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53161,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53162,14:09:53
4.165,0.000,0.000,0.000,0.000,0.000,53163,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53164,14:09:53
4.165,0.000,0.000,0.000,0.000,0.000,53165,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53166,14:09:53
4.165,0.000,0.000,0.000,0.000,0.000,53167,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53168,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53169,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53170,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53171,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53172,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53173,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53174,14:09:53
4.164,0.000,0.000,0.000,0.000,0.000,53175,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53176,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53177,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53178,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53179,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53180,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53181,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53182,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53183,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53184,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53185,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53186,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53187,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53188,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53189,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53190,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53191,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53192,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53193,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53194,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53195,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53196,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53197,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53198,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53199,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53200,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53201,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53202,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53203,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53204,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53205,14:09:53
4.160,0.000,0.000,0.000,0.000,0.000,53206,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53207,14:09:53
4.161,0.000,0.000,0.000,0.000,0.000,53208,14:09:53
4.163,0.000,0.000,0.000,0.000,0.000,53209,14:09:53
4.162,0.000,0.000,0.000,0.000,0.000,53210,14:09:53
4.165,0.000,0.000,0.000,0.000,0.000,53211,14:09:53
4.165,0.000,0.000,0.000,0.000,0.000,53212,14:09:53
4.167,0.000,0.000,0.000,0.000,0.000,53213,14:09:53
4.167,0.000,0.000,0.000,0.000,0.000,53214,14:09:53
4.168,0.000,0.000,0.000,0.000,0.000,53215,14:09:53
4.168,0.000,0.000,0.000,0.000,0.000,53216,14:09:53
4.169,0.000,0.000,0.000,0.000,0.000,53217,14:09:53
4.168,0.000,0.000,0.000,0.000,0.000,53218,14:09:53
4.169,0.000,0.000,0.000,0.000,0.000,53219,14:09:53
4.168,0.000,0.000,0.000,0.000,0.000,53220,14:09:53
4.169,0.000,0.000,0.000,0.000,0.000,53221,14:09:53
4.168,0.000,0.000,0.000,0.000,0.000,53222,14:09:53
4.169,0.000,0.000,0.000,0.000,0.000,53223,14:09:53
4.168,0.000,0.000,0.000,0.000,0.000,53224,14:09:53
4.169,0.000,0.000,0.000,0.000,0.000,53225,14:09:53
4.167,0.000,0.000,0.000,0.000,0.000,53226,14:09:53
4.168,0.000,0.000,0.000,0.000,0.000,53227,14:09:53
4.167,0.000,0.000,0.000,0.000,0.000,53228,14:09:53
4.169,0.000,0.000,0.000,0.000,0.000,53229,14:09:53
4.169,0.000,0.000,0.000,0.000,0.000,53230,14:09:53
4.171,0.000,0.000,0.000,0.000,0.000,53231,14:09:53
4.170,0.000,0.000,0.000,0.000,0.000,53232,14:09:53
4.172,0.000,0.000,0.000,0.000,0.000,53233,14:09:53
4.172,0.000,0.000,0.000,0.000,0.000,53234,14:09:53
4.173,0.000,0.000,0.000,0.000,0.000,53235,14:09:53
4.172,0.000,0.000,0.000,0.000,0.000,53236,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53237,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53238,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53239,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53240,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53241,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53242,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53243,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53244,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53245,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53246,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53247,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53248,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53249,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53250,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53251,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53252,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53253,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53254,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53255,14:09:54
4.171,0.000,0.000,0.000,0.000,0.000,53256,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53257,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53258,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53259,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53260,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53261,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53262,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53263,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53264,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53265,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53266,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53267,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53268,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53269,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53270,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53271,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53272,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53273,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53274,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53275,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53276,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53277,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53278,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53279,14:09:54
4.172,0.000,0.000,0.000,0.000,0.000,53280,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53281,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53282,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53283,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53284,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53285,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53286,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53287,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53288,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53289,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53290,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53291,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53292,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53293,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53294,14:09:54
4.176,0.000,0.000,0.000,0.000,0.000,53295,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53296,14:09:54
4.176,0.000,0.000,0.000,0.000,0.000,53297,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53298,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53299,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53300,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53301,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53302,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53303,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53304,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53305,14:09:54
4.173,0.000,0.000,0.000,0.000,0.000,53306,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53307,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53308,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53309,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53310,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53311,14:09:54
4.174,0.000,0.000,0.000,0.000,0.000,53312,14:09:54
4.176,0.000,0.000,0.000,0.000,0.000,53313,14:09:54
4.175,0.000,0.000,0.000,0.000,0.000,53314,14:09:54
4.176,0.000,0.000,0.000,0.000,0.000,53315,14:09:54
4.176,0.000,0.000,0.000,0.000,0.000,53316,14:09:54
4.178,0.000,0.000,0.000,0.000,0.000,53317,14:09:54
4.177,0.000,0.000,0.000,0.000,0.000,53318,14:09:54
4.179,0.000,0.000,0.000,0.000,0.000,53319,14:09:54
4.178,0.000,0.000,0.000,0.000,0.000,53320,14:09:54
4.180,0.000,0.000,0.000,0.000,0.000,53321,14:09:54
4.179,0.000,0.000,0.000,0.000,0.000,53322,14:09:54
4.180,0.000,0.000,0.000,0.000,0.000,53323,14:09:54
4.179,0.000,0.000,0.000,0.000,0.000,53324,14:09:54
4.181,0.000,0.000,0.000,0.000,0.000,53325,14:09:54
4.180,0.000,0.000,0.000,0.000,0.000,53326,14:09:54
4.181,0.000,0.000,0.000,0.000,0.000,53327,14:09:54
4.180,0.000,0.000,0.000,0.000,0.000,53328,14:09:54
4.181,0.000,0.000,0.000,0.000,0.000,53329,14:09:54
4.181,0.000,0.000,0.000,0.000,0.000,53330,14:09:54
4.182,0.000,0.000,0.000,0.000,0.000,53331,14:09:54
4.181,0.000,0.000,0.000,0.000,0.000,53332,14:09:54
4.183,0.000,0.000,0.000,0.000,0.000,53333,14:09:54
4.182,0.000,0.000,0.000,0.000,0.000,53334,14:09:54
4.183,0.000,0.000,0.000,0.000,0.000,53335,14:09:54
4.182,0.000,0.000,0.000,0.000,0.000,53336,14:09:55
4.183,0.000,0.000,0.000,0.000,0.000,53337,14:09:55
4.182,0.000,0.000,0.000,0.000,0.000,53338,14:09:55
4.183,0.000,0.000,0.000,0.000,0.000,53339,14:09:55
4.182,0.000,0.000,0.000,0.000,0.000,53340,14:09:55
4.183,0.000,0.000,0.000,0.000,0.000,53341,14:09:55
4.182,0.000,0.000,0.000,0.000,0.000,53342,14:09:55
4.183,0.000,0.000,0.000,0.000,0.000,53343,14:09:55
4.182,0.000,0.000,0.000,0.000,0.000,53344,14:09:55
4.184,0.000,0.000,0.000,0.000,0.000,53345,14:09:55
4.183,0.000,0.000,0.000,0.000,0.000,53346,14:09:55
4.184,0.000,0.000,0.000,0.000,0.000,53347,14:09:55
4.184,0.000,0.000,0.000,0.000,0.000,53348,14:09:55
4.186,0.000,0.000,0.000,0.000,0.000,53349,14:09:55
4.186,0.000,0.000,0.000,0.000,0.000,53350,14:09:55
4.188,0.000,0.000,0.000,0.000,0.000,53351,14:09:55
4.189,0.000,0.000,0.000,0.000,0.000,53352,14:09:55
4.192,0.000,0.000,0.000,0.000,0.000,53353,14:09:55
4.194,0.000,0.000,0.000,0.000,0.000,53354,14:09:55
4.197,0.000,0.000,0.000,0.000,0.000,53355,14:09:55
4.198,0.000,0.000,0.000,0.000,0.000,53356,14:09:55
4.201,0.000,0.000,0.000,0.000,0.000,53357,14:09:55
4.202,0.000,0.000,0.000,0.000,0.000,53358,14:09:55
4.204,0.000,0.000,0.000,0.000,0.000,53359,14:09:55
4.204,0.000,0.000,0.000,0.000,0.000,53360,14:09:55
4.206,0.000,0.000,0.000,0.000,0.000,53361,14:09:55
4.206,0.000,0.000,0.000,0.000,0.000,53362,14:09:55
4.208,0.000,0.000,0.000,0.000,0.000,53363,14:09:55
4.208,0.000,0.000,0.000,0.000,0.000,53364,14:09:55
4.211,0.000,0.000,0.000,0.000,0.000,53365,14:09:55
4.211,0.000,0.000,0.000,0.000,0.000,53366,14:09:55
4.214,0.000,0.000,0.000,0.000,0.000,53367,14:09:55
4.214,0.000,0.000,0.000,0.000,0.000,53368,14:09:55
4.215,0.000,0.000,0.000,0.000,0.000,53369,14:09:55
4.214,0.000,0.000,0.000,0.000,0.000,53370,14:09:55
4.215,0.000,0.000,0.000,0.000,0.000,53371,14:09:55
4.213,0.000,0.000,0.000,0.000,0.000,53372,14:09:55
4.214,0.000,0.000,0.000,0.000,0.000,53373,14:09:55
4.212,0.000,0.000,0.000,0.000,0.000,53374,14:09:55
4.214,0.000,0.000,0.000,0.000,0.000,53375,14:09:55
4.213,0.000,0.000,0.000,0.000,0.000,53376,14:09:55
4.216,0.000,0.000,0.000,0.000,0.000,53377,14:09:55
4.217,0.000,0.000,0.000,0.000,0.000,53378,14:09:55
4.222,0.000,0.000,0.000,0.000,0.000,53379,14:09:55
4.225,0.000,0.000,0.000,0.000,0.000,53380,14:09:55
4.231,0.000,0.000,0.000,0.000,0.000,53381,14:09:55
4.236,0.000,0.000,0.000,0.000,0.000,53382,14:09:55
4.243,0.000,0.000,0.000,0.000,0.000,53383,14:09:55
4.248,0.000,0.000,0.000,0.000,0.000,53384,14:09:55
4.256,0.000,0.000,0.000,0.000,0.000,53385,14:09:55
4.261,0.000,0.000,0.000,0.000,0.000,53386,14:09:55
