CH1,CH2,CH3,CH4,CH5,CH6,Frame Counter,Timestamp
4.248,0.000,0.000,0.000,0.000,0.000,53891,14:10:00
4.251,0.000,0.000,0.000,0.000,0.000,53892,14:10:00
4.255,0.000,0.000,0.000,0.000,0.000,53893,14:10:00
4.257,0.000,0.000,0.000,0.000,0.000,53894,14:10:00
4.261,0.000,0.000,0.000,0.000,0.000,53895,14:10:00
4.262,0.000,0.000,0.000,0.000,0.000,53896,14:10:00
4.265,0.000,0.000,0.000,0.000,0.000,53897,14:10:00
4.265,0.000,0.000,0.000,0.000,0.000,53898,14:10:00
4.266,0.000,0.000,0.000,0.000,0.000,53899,14:10:00
4.265,0.000,0.000,0.000,0.000,0.000,53900,14:10:00
4.265,0.000,0.000,0.000,0.000,0.000,53901,14:10:00
4.263,0.000,0.000,0.000,0.000,0.000,53902,14:10:00
4.263,0.000,0.000,0.000,0.000,0.000,53903,14:10:00
4.261,0.000,0.000,0.000,0.000,0.000,53904,14:10:00
4.261,0.000,0.000,0.000,0.000,0.000,53905,14:10:00
4.259,0.000,0.000,0.000,0.000,0.000,53906,14:10:00
4.259,0.000,0.000,0.000,0.000,0.000,53907,14:10:00
4.258,0.000,0.000,0.000,0.000,0.000,53908,14:10:00
4.258,0.000,0.000,0.000,0.000,0.000,53909,14:10:00
4.257,0.000,0.000,0.000,0.000,0.000,53910,14:10:00
4.258,0.000,0.000,0.000,0.000,0.000,53911,14:10:00
4.257,0.000,0.000,0.000,0.000,0.000,53912,14:10:00
4.257,0.000,0.000,0.000,0.000,0.000,53913,14:10:00
4.256,0.000,0.000,0.000,0.000,0.000,53914,14:10:00
4.257,0.000,0.000,0.000,0.000,0.000,53915,14:10:00
4.255,0.000,0.000,0.000,0.000,0.000,53916,14:10:00
4.256,0.000,0.000,0.000,0.000,0.000,53917,14:10:00
4.254,0.000,0.000,0.000,0.000,0.000,53918,14:10:00
4.255,0.000,0.000,0.000,0.000,0.000,53919,14:10:00
4.254,0.000,0.000,0.000,0.000,0.000,53920,14:10:00
4.255,0.000,0.000,0.000,0.000,0.000,53921,14:10:00
4.254,0.000,0.000,0.000,0.000,0.000,53922,14:10:00
4.255,0.000,0.000,0.000,0.000,0.000,53923,14:10:00
4.254,0.000,0.000,0.000,0.000,0.000,53924,14:10:00
4.255,0.000,0.000,0.000,0.000,0.000,53925,14:10:00
4.254,0.000,0.000,0.000,0.000,0.000,53926,14:10:00
4.254,0.000,0.000,0.000,0.000,0.000,53927,14:10:00
4.253,0.000,0.000,0.000,0.000,0.000,53928,14:10:00
4.253,0.000,0.000,0.000,0.000,0.000,53929,14:10:00
4.252,0.000,0.000,0.000,0.000,0.000,53930,14:10:00
4.253,0.000,0.000,0.000,0.000,0.000,53931,14:10:00
4.252,0.000,0.000,0.000,0.000,0.000,53932,14:10:00
4.253,0.000,0.000,0.000,0.000,0.000,53933,14:10:00
4.253,0.000,0.000,0.000,0.000,0.000,53934,14:10:00
4.254,0.000,0.000,0.000,0.000,0.000,53935,14:10:00
4.253,0.000,0.000,0.000,0.000,0.000,53936,14:10:00
4.254,0.000,0.000,0.000,0.000,0.000,53937,14:10:01
4.254,0.000,0.000,0.000,0.000,0.000,53938,14:10:01
4.255,0.000,0.000,0.000,0.000,0.000,53939,14:10:01
4.254,0.000,0.000,0.000,0.000,0.000,53940,14:10:01
4.256,0.000,0.000,0.000,0.000,0.000,53941,14:10:01
4.256,0.000,0.000,0.000,0.000,0.000,53942,14:10:01
4.259,0.000,0.000,0.000,0.000,0.000,53943,14:10:01
4.260,0.000,0.000,0.000,0.000,0.000,53944,14:10:01
4.265,0.000,0.000,0.000,0.000,0.000,53945,14:10:01
4.267,0.000,0.000,0.000,0.000,0.000,53946,14:10:01
4.273,0.000,0.000,0.000,0.000,0.000,53947,14:10:01
4.276,0.000,0.000,0.000,0.000,0.000,53948,14:10:01
4.281,0.000,0.000,0.000,0.000,0.000,53949,14:10:01
4.284,0.000,0.000,0.000,0.000,0.000,53950,14:10:01
4.288,0.000,0.000,0.000,0.000,0.000,53951,14:10:01
4.289,0.000,0.000,0.000,0.000,0.000,53952,14:10:01
4.293,0.000,0.000,0.000,0.000,0.000,53953,14:10:01
4.293,0.000,0.000,0.000,0.000,0.000,53954,14:10:01
4.296,0.000,0.000,0.000,0.000,0.000,53955,14:10:01
4.296,0.000,0.000,0.000,0.000,0.000,53956,14:10:01
4.298,0.000,0.000,0.000,0.000,0.000,53957,14:10:01
4.297,0.000,0.000,0.000,0.000,0.000,53958,14:10:01
4.299,0.000,0.000,0.000,0.000,0.000,53959,14:10:01
4.298,0.000,0.000,0.000,0.000,0.000,53960,14:10:01
4.300,0.000,0.000,0.000,0.000,0.000,53961,14:10:01
4.300,0.000,0.000,0.000,0.000,0.000,53962,14:10:01
4.302,0.000,0.000,0.000,0.000,0.000,53963,14:10:01
4.303,0.000,0.000,0.000,0.000,0.000,53964,14:10:01
4.305,0.000,0.000,0.000,0.000,0.000,53965,14:10:01
4.305,0.000,0.000,0.000,0.000,0.000,53966,14:10:01
4.307,0.000,0.000,0.000,0.000,0.000,53967,14:10:01
4.306,0.000,0.000,0.000,0.000,0.000,53968,14:10:01
4.307,0.000,0.000,0.000,0.000,0.000,53969,14:10:01
4.305,0.000,0.000,0.000,0.000,0.000,53970,14:10:01
4.305,0.000,0.000,0.000,0.000,0.000,53971,14:10:01
4.303,0.000,0.000,0.000,0.000,0.000,53972,14:10:01
4.303,0.000,0.000,0.000,0.000,0.000,53973,14:10:01
4.301,0.000,0.000,0.000,0.000,0.000,53974,14:10:01
4.302,0.000,0.000,0.000,0.000,0.000,53975,14:10:01
4.300,0.000,0.000,0.000,0.000,0.000,53976,14:10:01
4.301,0.000,0.000,0.000,0.000,0.000,53977,14:10:01
4.299,0.000,0.000,0.000,0.000,0.000,53978,14:10:01
4.300,0.000,0.000,0.000,0.000,0.000,53979,14:10:01
4.298,0.000,0.000,0.000,0.000,0.000,53980,14:10:01
4.299,0.000,0.000,0.000,0.000,0.000,53981,14:10:01
4.298,0.000,0.000,0.000,0.000,0.000,53982,14:10:01
4.300,0.000,0.000,0.000,0.000,0.000,53983,14:10:01
4.299,0.000,0.000,0.000,0.000,0.000,53984,14:10:01
4.301,0.000,0.000,0.000,0.000,0.000,53985,14:10:01
4.301,0.000,0.000,0.000,0.000,0.000,53986,14:10:01
4.303,0.000,0.000,0.000,0.000,0.000,53987,14:10:01
4.303,0.000,0.000,0.000,0.000,0.000,53988,14:10:01
4.304,0.000,0.000,0.000,0.000,0.000,53989,14:10:01
4.304,0.000,0.000,0.000,0.000,0.000,53990,14:10:01
4.306,0.000,0.000,0.000,0.000,0.000,53991,14:10:01
4.305,0.000,0.000,0.000,0.000,0.000,53992,14:10:01
4.307,0.000,0.000,0.000,0.000,0.000,53993,14:10:01
4.307,0.000,0.000,0.000,0.000,0.000,53994,14:10:01
4.308,0.000,0.000,0.000,0.000,0.000,53995,14:10:01
4.307,0.000,0.000,0.000,0.000,0.000,53996,14:10:01
4.308,0.000,0.000,0.000,0.000,0.000,53997,14:10:01
4.307,0.000,0.000,0.000,0.000,0.000,53998,14:10:01
4.308,0.000,0.000,0.000,0.000,0.000,53999,14:10:01
4.306,0.000,0.000,0.000,0.000,0.000,54000,14:10:01
4.307,0.000,0.000,0.000,0.000,0.000,54001,14:10:01
4.305,0.000,0.000,0.000,0.000,0.000,54002,14:10:01
4.305,0.000,0.000,0.000,0.000,0.000,54003,14:10:01
4.303,0.000,0.000,0.000,0.000,0.000,54004,14:10:01
4.303,0.000,0.000,0.000,0.000,0.000,54005,14:10:01
4.301,0.000,0.000,0.000,0.000,0.000,54006,14:10:01
4.301,0.000,0.000,0.000,0.000,0.000,54007,14:10:01
4.299,0.000,0.000,0.000,0.000,0.000,54008,14:10:01
4.299,0.000,0.000,0.000,0.000,0.000,54009,14:10:01
4.297,0.000,0.000,0.000,0.000,0.000,54010,14:10:01
4.298,0.000,0.000,0.000,0.000,0.000,54011,14:10:01
4.297,0.000,0.000,0.000,0.000,0.000,54012,14:10:01
4.297,0.000,0.000,0.000,0.000,0.000,54013,14:10:01
4.296,0.000,0.000,0.000,0.000,0.000,54014,14:10:01
4.296,0.000,0.000,0.000,0.000,0.000,54015,14:10:01
4.295,0.000,0.000,0.000,0.000,0.000,54016,14:10:01
4.295,0.000,0.000,0.000,0.000,0.000,54017,14:10:01
4.293,0.000,0.000,0.000,0.000,0.000,54018,14:10:01
4.294,0.000,0.000,0.000,0.000,0.000,54019,14:10:01
4.292,0.000,0.000,0.000,0.000,0.000,54020,14:10:01
4.293,0.000,0.000,0.000,0.000,0.000,54021,14:10:01
4.291,0.000,0.000,0.000,0.000,0.000,54022,14:10:01
4.292,0.000,0.000,0.000,0.000,0.000,54023,14:10:01
4.291,0.000,0.000,0.000,0.000,0.000,54024,14:10:01
4.292,0.000,0.000,0.000,0.000,0.000,54025,14:10:01
4.290,0.000,0.000,0.000,0.000,0.000,54026,14:10:01
4.292,0.000,0.000,0.000,0.000,0.000,54027,14:10:01
4.290,0.000,0.000,0.000,0.000,0.000,54028,14:10:01
4.291,0.000,0.000,0.000,0.000,0.000,54029,14:10:01
4.289,0.000,0.000,0.000,0.000,0.000,54030,14:10:01
4.290,0.000,0.000,0.000,0.000,0.000,54031,14:10:01
4.288,0.000,0.000,0.000,0.000,0.000,54032,14:10:01
4.288,0.000,0.000,0.000,0.000,0.000,54033,14:10:01
4.286,0.000,0.000,0.000,0.000,0.000,54034,14:10:01
4.287,0.000,0.000,0.000,0.000,0.000,54035,14:10:01
4.285,0.000,0.000,0.000,0.000,0.000,54036,14:10:01
4.286,0.000,0.000,0.000,0.000,0.000,54037,14:10:02
4.284,0.000,0.000,0.000,0.000,0.000,54038,14:10:02
4.285,0.000,0.000,0.000,0.000,0.000,54039,14:10:02
4.283,0.000,0.000,0.000,0.000,0.000,54040,14:10:02
4.284,0.000,0.000,0.000,0.000,0.000,54041,14:10:02
4.282,0.000,0.000,0.000,0.000,0.000,54042,14:10:02
4.283,0.000,0.000,0.000,0.000,0.000,54043,14:10:02
4.282,0.000,0.000,0.000,0.000,0.000,54044,14:10:02
4.283,0.000,0.000,0.000,0.000,0.000,54045,14:10:02
4.281,0.000,0.000,0.000,0.000,0.000,54046,14:10:02
4.282,0.000,0.000,0.000,0.000,0.000,54047,14:10:02
4.281,0.000,0.000,0.000,0.000,0.000,54048,14:10:02
4.282,0.000,0.000,0.000,0.000,0.000,54049,14:10:02
4.280,0.000,0.000,0.000,0.000,0.000,54050,14:10:02
4.281,0.000,0.000,0.000,0.000,0.000,54051,14:10:02
4.279,0.000,0.000,0.000,0.000,0.000,54052,14:10:02
4.279,0.000,0.000,0.000,0.000,0.000,54053,14:10:02
4.278,0.000,0.000,0.000,0.000,0.000,54054,14:10:02
4.278,0.000,0.000,0.000,0.000,0.000,54055,14:10:02
4.276,0.000,0.000,0.000,0.000,0.000,54056,14:10:02
4.277,0.000,0.000,0.000,0.000,0.000,54057,14:10:02
4.275,0.000,0.000,0.000,0.000,0.000,54058,14:10:02
4.276,0.000,0.000,0.000,0.000,0.000,54059,14:10:02
4.274,0.000,0.000,0.000,0.000,0.000,54060,14:10:02
4.275,0.000,0.000,0.000,0.000,0.000,54061,14:10:02
4.274,0.000,0.000,0.000,0.000,0.000,54062,14:10:02
4.275,0.000,0.000,0.000,0.000,0.000,54063,14:10:02
4.274,0.000,0.000,0.000,0.000,0.000,54064,14:10:02
4.275,0.000,0.000,0.000,0.000,0.000,54065,14:10:02
4.274,0.000,0.000,0.000,0.000,0.000,54066,14:10:02
4.276,0.000,0.000,0.000,0.000,0.000,54067,14:10:02
4.275,0.000,0.000,0.000,0.000,0.000,54068,14:10:02
4.276,0.000,0.000,0.000,0.000,0.000,54069,14:10:02
4.275,0.000,0.000,0.000,0.000,0.000,54070,14:10:02
4.276,0.000,0.000,0.000,0.000,0.000,54071,14:10:02
4.274,0.000,0.000,0.000,0.000,0.000,54072,14:10:02
4.275,0.000,0.000,0.000,0.000,0.000,54073,14:10:02
4.274,0.000,0.000,0.000,0.000,0.000,54074,14:10:02
4.274,0.000,0.000,0.000,0.000,0.000,54075,14:10:02
4.273,0.000,0.000,0.000,0.000,0.000,54076,14:10:02
4.274,0.000,0.000,0.000,0.000,0.000,54077,14:10:02
4.272,0.000,0.000,0.000,0.000,0.000,54078,14:10:02
4.273,0.000,0.000,0.000,0.000,0.000,54079,14:10:02
4.271,0.000,0.000,0.000,0.000,0.000,54080,14:10:02
4.271,0.000,0.000,0.000,0.000,0.000,54081,14:10:02
4.270,0.000,0.000,0.000,0.000,0.000,54082,14:10:02
4.270,0.000,0.000,0.000,0.000,0.000,54083,14:10:02
4.269,0.000,0.000,0.000,0.000,0.000,54084,14:10:02
4.269,0.000,0.000,0.000,0.000,0.000,54085,14:10:02
4.268,0.000,0.000,0.000,0.000,0.000,54086,14:10:02
4.268,0.000,0.000,0.000,0.000,0.000,54087,14:10:02
4.266,0.000,0.000,0.000,0.000,0.000,54088,14:10:02
4.267,0.000,0.000,0.000,0.000,0.000,54089,14:10:02
4.265,0.000,0.000,0.000,0.000,0.000,54090,14:10:02
4.266,0.000,0.000,0.000,0.000,0.000,54091,14:10:02
4.264,0.000,0.000,0.000,0.000,0.000,54092,14:10:02
4.265,0.000,0.000,0.000,0.000,0.000,54093,14:10:02
4.264,0.000,0.000,0.000,0.000,0.000,54094,14:10:02
4.264,0.000,0.000,0.000,0.000,0.000,54095,14:10:02
4.263,0.000,0.000,0.000,0.000,0.000,54096,14:10:02
4.263,0.000,0.000,0.000,0.000,0.000,54097,14:10:02
4.261,0.000,0.000,0.000,0.000,0.000,54098,14:10:02
4.261,0.000,0.000,0.000,0.000,0.000,54099,14:10:02
4.259,0.000,0.000,0.000,0.000,0.000,54100,14:10:02
4.259,0.000,0.000,0.000,0.000,0.000,54101,14:10:02
4.258,0.000,0.000,0.000,0.000,0.000,54102,14:10:02
4.258,0.000,0.000,0.000,0.000,0.000,54103,14:10:02
4.257,0.000,0.000,0.000,0.000,0.000,54104,14:10:02
4.258,0.000,0.000,0.000,0.000,0.000,54105,14:10:02
4.256,0.000,0.000,0.000,0.000,0.000,54106,14:10:02
4.257,0.000,0.000,0.000,0.000,0.000,54107,14:10:02
4.254,0.000,0.000,0.000,0.000,0.000,54108,14:10:02
4.254,0.000,0.000,0.000,0.000,0.000,54109,14:10:02
4.252,0.000,0.000,0.000,0.000,0.000,54110,14:10:02
4.252,0.000,0.000,0.000,0.000,0.000,54111,14:10:02
4.250,0.000,0.000,0.000,0.000,0.000,54112,14:10:02
4.250,0.000,0.000,0.000,0.000,0.000,54113,14:10:02
4.248,0.000,0.000,0.000,0.000,0.000,54114,14:10:02
4.248,0.000,0.000,0.000,0.000,0.000,54115,14:10:02
4.247,0.000,0.000,0.000,0.000,0.000,54116,14:10:02
4.248,0.000,0.000,0.000,0.000,0.000,54117,14:10:02
4.246,0.000,0.000,0.000,0.000,0.000,54118,14:10:02
4.247,0.000,0.000,0.000,0.000,0.000,54119,14:10:02
4.246,0.000,0.000,0.000,0.000,0.000,54120,14:10:02
4.246,0.000,0.000,0.000,0.000,0.000,54121,14:10:02
4.244,0.000,0.000,0.000,0.000,0.000,54122,14:10:02
4.245,0.000,0.000,0.000,0.000,0.000,54123,14:10:02
4.242,0.000,0.000,0.000,0.000,0.000,54124,14:10:02
4.242,0.000,0.000,0.000,0.000,0.000,54125,14:10:02
4.240,0.000,0.000,0.000,0.000,0.000,54126,14:10:02
4.240,0.000,0.000,0.000,0.000,0.000,54127,14:10:02
4.238,0.000,0.000,0.000,0.000,0.000,54128,14:10:02
4.239,0.000,0.000,0.000,0.000,0.000,54129,14:10:02
4.237,0.000,0.000,0.000,0.000,0.000,54130,14:10:02
4.238,0.000,0.000,0.000,0.000,0.000,54131,14:10:02
4.237,0.000,0.000,0.000,0.000,0.000,54132,14:10:02
4.237,0.000,0.000,0.000,0.000,0.000,54133,14:10:02
4.235,0.000,0.000,0.000,0.000,0.000,54134,14:10:02
4.235,0.000,0.000,0.000,0.000,0.000,54135,14:10:02
4.232,0.000,0.000,0.000,0.000,0.000,54136,14:10:03
4.232,0.000,0.000,0.000,0.000,0.000,54137,14:10:03
4.230,0.000,0.000,0.000,0.000,0.000,54138,14:10:03
4.230,0.000,0.000,0.000,0.000,0.000,54139,14:10:03
4.229,0.000,0.000,0.000,0.000,0.000,54140,14:10:03
4.231,0.000,0.000,0.000,0.000,0.000,54141,14:10:03
4.230,0.000,0.000,0.000,0.000,0.000,54142,14:10:03
4.232,0.000,0.000,0.000,0.000,0.000,54143,14:10:03
4.231,0.000,0.000,0.000,0.000,0.000,54144,14:10:03
4.233,0.000,0.000,0.000,0.000,0.000,54145,14:10:03
4.231,0.000,0.000,0.000,0.000,0.000,54146,14:10:03
4.232,0.000,0.000,0.000,0.000,0.000,54147,14:10:03
4.230,0.000,0.000,0.000,0.000,0.000,54148,14:10:03
4.230,0.000,0.000,0.000,0.000,0.000,54149,14:10:03
4.228,0.000,0.000,0.000,0.000,0.000,54150,14:10:03
4.228,0.000,0.000,0.000,0.000,0.000,54151,14:10:03
4.226,0.000,0.000,0.000,0.000,0.000,54152,14:10:03
4.226,0.000,0.000,0.000,0.000,0.000,54153,14:10:03
4.223,0.000,0.000,0.000,0.000,0.000,54154,14:10:03
4.224,0.000,0.000,0.000,0.000,0.000,54155,14:10:03
4.222,0.000,0.000,0.000,0.000,0.000,54156,14:10:03
4.223,0.000,0.000,0.000,0.000,0.000,54157,14:10:03
4.222,0.000,0.000,0.000,0.000,0.000,54158,14:10:03
4.224,0.000,0.000,0.000,0.000,0.000,54159,14:10:03
4.223,0.000,0.000,0.000,0.000,0.000,54160,14:10:03
4.224,0.000,0.000,0.000,0.000,0.000,54161,14:10:03
4.224,0.000,0.000,0.000,0.000,0.000,54162,14:10:03
4.226,0.000,0.000,0.000,0.000,0.000,54163,14:10:03
4.226,0.000,0.000,0.000,0.000,0.000,54164,14:10:03
4.230,0.000,0.000,0.000,0.000,0.000,54165,14:10:03
4.231,0.000,0.000,0.000,0.000,0.000,54166,14:10:03
4.235,0.000,0.000,0.000,0.000,0.000,54167,14:10:03
4.238,0.000,0.000,0.000,0.000,0.000,54168,14:10:03
4.243,0.000,0.000,0.000,0.000,0.000,54169,14:10:03
4.245,0.000,0.000,0.000,0.000,0.000,54170,14:10:03
4.250,0.000,0.000,0.000,0.000,0.000,54171,14:10:03
4.252,0.000,0.000,0.000,0.000,0.000,54172,14:10:03
4.256,0.000,0.000,0.000,0.000,0.000,54173,14:10:03
4.257,0.000,0.000,0.000,0.000,0.000,54174,14:10:03
4.260,0.000,0.000,0.000,0.000,0.000,54175,14:10:03
4.260,0.000,0.000,0.000,0.000,0.000,54176,14:10:03
4.263,0.000,0.000,0.000,0.000,0.000,54177,14:10:03
4.263,0.000,0.000,0.000,0.000,0.000,54178,14:10:03
4.265,0.000,0.000,0.000,0.000,0.000,54179,14:10:03
4.265,0.000,0.000,0.000,0.000,0.000,54180,14:10:03
4.268,0.000,0.000,0.000,0.000,0.000,54181,14:10:03
4.268,0.000,0.000,0.000,0.000,0.000,54182,14:10:03
4.272,0.000,0.000,0.000,0.000,0.000,54183,14:10:03
4.273,0.000,0.000,0.000,0.000,0.000,54184,14:10:03
4.276,0.000,0.000,0.000,0.000,0.000,54185,14:10:03
4.276,0.000,0.000,0.000,0.000,0.000,54186,14:10:03
4.276,0.000,0.000,0.000,0.000,0.000,54187,14:10:03
4.274,0.000,0.000,0.000,0.000,0.000,54188,14:10:03
4.273,0.000,0.000,0.000,0.000,0.000,54189,14:10:03
4.270,0.000,0.000,0.000,0.000,0.000,54190,14:10:03
4.268,0.000,0.000,0.000,0.000,0.000,54191,14:10:03
4.265,0.000,0.000,0.000,0.000,0.000,54192,14:10:03
4.264,0.000,0.000,0.000,0.000,0.000,54193,14:10:03
4.261,0.000,0.000,0.000,0.000,0.000,54194,14:10:03
4.261,0.000,0.000,0.000,0.000,0.000,54195,14:10:03
4.259,0.000,0.000,0.000,0.000,0.000,54196,14:10:03
4.260,0.000,0.000,0.000,0.000,0.000,54197,14:10:03
4.259,0.000,0.000,0.000,0.000,0.000,54198,14:10:03
4.260,0.000,0.000,0.000,0.000,0.000,54199,14:10:03
4.259,0.000,0.000,0.000,0.000,0.000,54200,14:10:03
4.260,0.000,0.000,0.000,0.000,0.000,54201,14:10:03
4.259,0.000,0.000,0.000,0.000,0.000,54202,14:10:03
4.260,0.000,0.000,0.000,0.000,0.000,54203,14:10:03
4.260,0.000,0.000,0.000,0.000,0.000,54204,14:10:03
4.262,0.000,0.000,0.000,0.000,0.000,54205,14:10:03
4.261,0.000,0.000,0.000,0.000,0.000,54206,14:10:03
4.263,0.000,0.000,0.000,0.000,0.000,54207,14:10:03
4.263,0.000,0.000,0.000,0.000,0.000,54208,14:10:03
4.265,0.000,0.000,0.000,0.000,0.000,54209,14:10:03
4.266,0.000,0.000,0.000,0.000,0.000,54210,14:10:03
4.269,0.000,0.000,0.000,0.000,0.000,54211,14:10:03
4.271,0.000,0.000,0.000,0.000,0.000,54212,14:10:03
4.275,0.000,0.000,0.000,0.000,0.000,54213,14:10:03
4.276,0.000,0.000,0.000,0.000,0.000,54214,14:10:03
4.280,0.000,0.000,0.000,0.000,0.000,54215,14:10:03
4.281,0.000,0.000,0.000,0.000,0.000,54216,14:10:03
4.283,0.000,0.000,0.000,0.000,0.000,54217,14:10:03
4.283,0.000,0.000,0.000,0.000,0.000,54218,14:10:03
4.285,0.000,0.000,0.000,0.000,0.000,54219,14:10:03
4.284,0.000,0.000,0.000,0.000,0.000,54220,14:10:03
4.284,0.000,0.000,0.000,0.000,0.000,54221,14:10:03
4.282,0.000,0.000,0.000,0.000,0.000,54222,14:10:03
4.282,0.000,0.000,0.000,0.000,0.000,54223,14:10:03
4.280,0.000,0.000,0.000,0.000,0.000,54224,14:10:03
4.280,0.000,0.000,0.000,0.000,0.000,54225,14:10:03
4.278,0.000,0.000,0.000,0.000,0.000,54226,14:10:03
4.278,0.000,0.000,0.000,0.000,0.000,54227,14:10:03
4.276,0.000,0.000,0.000,0.000,0.000,54228,14:10:03
4.276,0.000,0.000,0.000,0.000,0.000,54229,14:10:03
4.275,0.000,0.000,0.000,0.000,0.000,54230,14:10:03
4.275,0.000,0.000,0.000,0.000,0.000,54231,14:10:03
4.273,0.000,0.000,0.000,0.000,0.000,54232,14:10:03
4.273,0.000,0.000,0.000,0.000,0.000,54233,14:10:03
4.272,0.000,0.000,0.000,0.000,0.000,54234,14:10:03
4.272,0.000,0.000,0.000,0.000,0.000,54235,14:10:03
4.271,0.000,0.000,0.000,0.000,0.000,54236,14:10:03
4.272,0.000,0.000,0.000,0.000,0.000,54237,14:10:04
4.271,0.000,0.000,0.000,0.000,0.000,54238,14:10:04
4.272,0.000,0.000,0.000,0.000,0.000,54239,14:10:04
4.270,0.000,0.000,0.000,0.000,0.000,54240,14:10:04
4.271,0.000,0.000,0.000,0.000,0.000,54241,14:10:04
4.269,0.000,0.000,0.000,0.000,0.000,54242,14:10:04
4.270,0.000,0.000,0.000,0.000,0.000,54243,14:10:04
4.268,0.000,0.000,0.000,0.000,0.000,54244,14:10:04
4.268,0.000,0.000,0.000,0.000,0.000,54245,14:10:04
4.266,0.000,0.000,0.000,0.000,0.000,54246,14:10:04
4.266,0.000,0.000,0.000,0.000,0.000,54247,14:10:04
4.264,0.000,0.000,0.000,0.000,0.000,54248,14:10:04
4.263,0.000,0.000,0.000,0.000,0.000,54249,14:10:04
4.261,0.000,0.000,0.000,0.000,0.000,54250,14:10:04
4.261,0.000,0.000,0.000,0.000,0.000,54251,14:10:04
4.259,0.000,0.000,0.000,0.000,0.000,54252,14:10:04
4.259,0.000,0.000,0.000,0.000,0.000,54253,14:10:04
4.257,0.000,0.000,0.000,0.000,0.000,54254,14:10:04
4.257,0.000,0.000,0.000,0.000,0.000,54255,14:10:04
4.255,0.000,0.000,0.000,0.000,0.000,54256,14:10:04
4.256,0.000,0.000,0.000,0.000,0.000,54257,14:10:04
4.254,0.000,0.000,0.000,0.000,0.000,54258,14:10:04
4.255,0.000,0.000,0.000,0.000,0.000,54259,14:10:04
4.254,0.000,0.000,0.000,0.000,0.000,54260,14:10:04
4.254,0.000,0.000,0.000,0.000,0.000,54261,14:10:04
4.253,0.000,0.000,0.000,0.000,0.000,54262,14:10:04
4.254,0.000,0.000,0.000,0.000,0.000,54263,14:10:04
4.253,0.000,0.000,0.000,0.000,0.000,54264,14:10:04
4.254,0.000,0.000,0.000,0.000,0.000,54265,14:10:04
4.252,0.000,0.000,0.000,0.000,0.000,54266,14:10:04
4.253,0.000,0.000,0.000,0.000,0.000,54267,14:10:04
4.251,0.000,0.000,0.000,0.000,0.000,54268,14:10:04
4.251,0.000,0.000,0.000,0.000,0.000,54269,14:10:04
4.248,0.000,0.000,0.000,0.000,0.000,54270,14:10:04
4.248,0.000,0.000,0.000,0.000,0.000,54271,14:10:04
4.245,0.000,0.000,0.000,0.000,0.000,54272,14:10:04
4.245,0.000,0.000,0.000,0.000,0.000,54273,14:10:04
4.242,0.000,0.000,0.000,0.000,0.000,54274,14:10:04
4.241,0.000,0.000,0.000,0.000,0.000,54275,14:10:04
4.238,0.000,0.000,0.000,0.000,0.000,54276,14:10:04
4.237,0.000,0.000,0.000,0.000,0.000,54277,14:10:04
4.234,0.000,0.000,0.000,0.000,0.000,54278,14:10:04
4.233,0.000,0.000,0.000,0.000,0.000,54279,14:10:04
4.229,0.000,0.000,0.000,0.000,0.000,54280,14:10:04
4.228,0.000,0.000,0.000,0.000,0.000,54281,14:10:04
4.225,0.000,0.000,0.000,0.000,0.000,54282,14:10:04
4.225,0.000,0.000,0.000,0.000,0.000,54283,14:10:04
4.222,0.000,0.000,0.000,0.000,0.000,54284,14:10:04
4.222,0.000,0.000,0.000,0.000,0.000,54285,14:10:04
4.219,0.000,0.000,0.000,0.000,0.000,54286,14:10:04
4.219,0.000,0.000,0.000,0.000,0.000,54287,14:10:04
4.216,0.000,0.000,0.000,0.000,0.000,54288,14:10:04
4.216,0.000,0.000,0.000,0.000,0.000,54289,14:10:04
4.213,0.000,0.000,0.000,0.000,0.000,54290,14:10:04
4.213,0.000,0.000,0.000,0.000,0.000,54291,14:10:04
4.211,0.000,0.000,0.000,0.000,0.000,54292,14:10:04
4.211,0.000,0.000,0.000,0.000,0.000,54293,14:10:04
4.210,0.000,0.000,0.000,0.000,0.000,54294,14:10:04
4.210,0.000,0.000,0.000,0.000,0.000,54295,14:10:04
4.209,0.000,0.000,0.000,0.000,0.000,54296,14:10:04
4.209,0.000,0.000,0.000,0.000,0.000,54297,14:10:04
4.208,0.000,0.000,0.000,0.000,0.000,54298,14:10:04
4.208,0.000,0.000,0.000,0.000,0.000,54299,14:10:04
4.206,0.000,0.000,0.000,0.000,0.000,54300,14:10:04
4.207,0.000,0.000,0.000,0.000,0.000,54301,14:10:04
4.205,0.000,0.000,0.000,0.000,0.000,54302,14:10:04
4.205,0.000,0.000,0.000,0.000,0.000,54303,14:10:04
4.203,0.000,0.000,0.000,0.000,0.000,54304,14:10:04
4.203,0.000,0.000,0.000,0.000,0.000,54305,14:10:04
4.201,0.000,0.000,0.000,0.000,0.000,54306,14:10:04
4.201,0.000,0.000,0.000,0.000,0.000,54307,14:10:04
4.199,0.000,0.000,0.000,0.000,0.000,54308,14:10:04
4.199,0.000,0.000,0.000,0.000,0.000,54309,14:10:04
4.197,0.000,0.000,0.000,0.000,0.000,54310,14:10:04
4.197,0.000,0.000,0.000,0.000,0.000,54311,14:10:04
4.195,0.000,0.000,0.000,0.000,0.000,54312,14:10:04
4.196,0.000,0.000,0.000,0.000,0.000,54313,14:10:04
